SR_NUMBER,USER_ID,SR_TYPE,SR_TYPE_DESC,PRIORITY,GROUP_ID,DEPT_CODE,DEPT_DIVISION,ADDRESS,NEIGHBORHOOD,ZIPCODE,METHOD_RECEIVED,DATE_CREATED,TIME_RECEIVED,DATE_CLOSED,SR_STATUS,SR_STATUS_FLAG,DATE_STATUS_CHANGE,TIME_STATUS_CHANGE,DATE_LAST_UPDATE,TIME_LAST_UPDATE,PLANNED_HOURS_TOSTART_RESPONSE,PLANNED_RESPONSE_TIME,PLANNED_END_DATE,PLANNED_COMPLETION_DAYS,DATE_DISPATCHED,TIME_DISPATCHED,DATE_REVISED_COMPLETION,DATE_REVISED_COMPLETION_REASON,COLLECTION_SPECIAL_DATE,COLLECTION_DAY,COLLECTION_ROUTE,COLLECTION_DIST,TRANSFER_ALLOW,TRANSFERED_NUM_TIMES,PROPTY_CITY_OWNED_YN,PROPTY_CITY_DEPT_OWNER,STREET_NO,STREET_DIRECTION,STREET_NAME,CITY_ID,STRUCTURE_ID,FLOOR_ID,UNIT_ID,MUNITWNSHP,REQUEST_RETURN_CALL,NUM_BULKY_ITEMS,BULKY_ITEM_1,BULKY_ITEM_2,BULKY_ITEM_3,BULKY_ITEM_4,BULKY_ITEM_5,NUM_TIRES,NUM_FREONS,NUM_SOFABEDS,NUM_POTHOLES,POLICE_DISTRICT,POLICE_RPT_AREA,TRASH_RECYCLE_CART_ID,LATITUDE,LONGITUDE,DATE_TIME_RECEIVED,COMMUNITY_COUNCIL_NEIGHBORHOOD
SR25024505,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3355 WERK RD,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,11:51 AM,2025 Feb 26 12:00:00 AM,CLOSED,CLOSED,2025 Feb 26 12:00:00 AM,5:23 AM,2025 Feb 26 12:00:00 AM,5:23 AM,0,2/20/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU02,2,Y,1,,,"3,355",,WERK RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,3.0,98,,39.14087088,-84.61608724,2/20/2025,WESTWOOD
SR25024426,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,7446 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,10:08 AM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,3:03 AM,2025 Feb 24 12:00:00 AM,3:03 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"7,446",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,3,3.0,98,,39.12875204,-84.70690208,2/20/2025,SAYLER PARK
SR25024387,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,6730 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,9:39 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,6:02 AM,2025 Feb 21 12:00:00 AM,6:02 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"6,730",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,50,3.0,98,,39.1146167,-84.69558239,2/20/2025,SAYLER PARK
SR25024876,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3129 MCHENRY AV,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,9:28 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,2:37 AM,2025 Feb 21 12:00:00 AM,2:37 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,,,Y,0,,,"3,129",,MCHENRY AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,3.0,98,,39.14382859,-84.57752541,2/20/2025,WESTWOOD
SR25024885,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,1005 GILBERT AV,PENDLETON,45202.0,INTERNET,2025 Feb 20 12:00:00 AM,10:11 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,5:10 AM,2025 Feb 21 12:00:00 AM,5:10 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"1,005",,GILBERT AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,26,6.0,119,,39.10800005,-84.50419032,2/20/2025,DOWNTOWN - PENDLETON
SR25024270,WISAACS,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,2777 MONTANA AV,WESTWOOD,45211.0,311 CALL,2025 Feb 20 12:00:00 AM,2:32 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,5:02 AM,2025 Feb 21 12:00:00 AM,5:02 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,"2,777",,MONTANA AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,4,3.0,98,,39.150703,-84.58882512,2/20/2025,WESTWOOD
SR25024699,KBEHANAN,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,2810 MONTANA AV,WESTWOOD,45211.0,311 CALL,2025 Feb 20 12:00:00 AM,4:03 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,5:22 AM,2025 Feb 21 12:00:00 AM,5:22 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,"2,810",,MONTANA AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,5,3.0,98,,39.14991634,-84.59011033,2/20/2025,WESTWOOD
SR25024555,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,14 E 7TH ST,DOWNTOWN,45202.0,INTERNET,2025 Feb 20 12:00:00 AM,12:52 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,2:21 AM,2025 Feb 21 12:00:00 AM,2:21 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,14,E,7TH ST,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,6.0,119,,39.103854,-84.51348335,2/20/2025,DOWNTOWN
SR25024848,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3072 S HEGRY CIR,WESTWOOD,45238.0,INTERNET,2025 Feb 20 12:00:00 AM,8:24 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,4:57 AM,2025 Feb 21 12:00:00 AM,4:57 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU01,2,Y,0,,,"3,072",S,HEGRY CIR,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,3.0,98,,39.13033164,-84.60393617,2/20/2025,WESTWOOD
SR25024860,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3535 LINWOOD AV,MT. LOOKOUT,45226.0,INTERNET,2025 Feb 20 12:00:00 AM,8:46 PM,2025 Feb 25 12:00:00 AM,CLOSED,CLOSED,2025 Feb 25 12:00:00 AM,2:46 PM,2025 Feb 25 12:00:00 AM,2:46 PM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,WEDNESDAY,WED08,2,Y,0,,,"3,535",,LINWOOD AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,3,2.0,97,,39.124811,-84.4201175,2/20/2025,LINWOOD
SR25024408,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,7172 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,9:53 AM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,2:58 AM,2025 Feb 24 12:00:00 AM,2:58 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"7,172",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,3,3.0,98,,39.1231133,-84.7024376,2/20/2025,SAYLER PARK
SR25024459,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,2396 MONTANA AV,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,10:42 AM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,5:47 AM,2025 Feb 24 12:00:00 AM,5:47 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,,,Y,0,,,"2,396",,MONTANA AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,12,3.0,98,,39.15774099,-84.57403869,2/20/2025,WESTWOOD
SR25024583,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,2284 MONTANA AV,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,1:34 PM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,5:43 AM,2025 Feb 24 12:00:00 AM,5:43 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,,,Y,0,,,"2,284",,MONTANA AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,12,3.0,98,,39.15570085,-84.56863443,2/20/2025,WESTWOOD
SR25024844,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3550 WERK RD,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,7:48 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,3:17 AM,2025 Feb 21 12:00:00 AM,3:17 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU02,2,Y,0,,,"3,550",,WERK RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,3.0,98,,39.14171362,-84.62121938,2/20/2025,WESTWOOD
SR25024562,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3295 ERIE AV,HYDE PARK,45208.0,INTERNET,2025 Feb 20 12:00:00 AM,1:01 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,2:45 AM,2025 Feb 21 12:00:00 AM,2:45 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,WEDNESDAY,,,Y,0,,,"3,295",,ERIE AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,2.0,97,,39.1409017,-84.42457369,2/20/2025,HYDE PARK
SR25024870,WISAACS,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3316 ERIE AV,HYDE PARK,45208.0,311 CALL,2025 Feb 20 12:00:00 AM,9:13 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,2:50 AM,2025 Feb 21 12:00:00 AM,2:50 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,WEDNESDAY,,,Y,0,,,"3,316",,ERIE AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,12,2.0,97,,39.14166115,-84.42415365,2/20/2025,HYDE PARK
SR25024405,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,6958 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,9:51 AM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,3:00 AM,2025 Feb 24 12:00:00 AM,3:00 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,MON02,3,Y,0,,,"6,958",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,3,3.0,98,,39.11873993,-84.69901821,2/20/2025,SAYLER PARK
SR25024433,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,6426 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,10:13 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,5:59 AM,2025 Feb 21 12:00:00 AM,5:59 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"6,426",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,50,3.0,98,,39.10854195,-84.69033413,2/20/2025,SAYLER PARK
SR25024772,KBEHANAN,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,69 E GALBRAITH RD,HARTWELL,45216.0,311 CALL,2025 Feb 20 12:00:00 AM,5:25 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,6:33 AM,2025 Feb 21 12:00:00 AM,6:33 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,69,E,GALBRAITH RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,18,4.0,99,,39.21231476,-84.47093297,2/20/2025,HARTWELL
SR25024439,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,7349 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,10:18 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,4:40 AM,2025 Feb 21 12:00:00 AM,4:40 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"7,349",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,0,3.0,98,,39.13145446,-84.70777327,2/20/2025,SAYLER PARK
SR25024879,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3121 MCHENRY AV,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,9:37 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,2:37 AM,2025 Feb 21 12:00:00 AM,2:37 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU09,3,Y,0,,,"3,121",,MCHENRY AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,4,3.0,98,,39.14378634,-84.57789096,2/20/2025,WESTWOOD
SR25024826,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3324 WERK RD,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,6:57 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,3:22 AM,2025 Feb 21 12:00:00 AM,3:22 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU02,2,Y,0,,,"3,324",,WERK RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,3,3.0,98,,39.14115406,-84.61607108,2/20/2025,WESTWOOD
SR25024254,WISAACS,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,4129 LA CROSSE AV,MADISONVILLE,45227.0,311 CALL,2025 Feb 20 12:00:00 AM,1:46 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,5:53 AM,2025 Feb 21 12:00:00 AM,5:53 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,Y,DOTE,"4,129",,LA CROSSE AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,7,2.0,97,,39.15082432,-84.40275542,2/20/2025,MADISONVILLE
SR25024649,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3233 WHITFIELD AV,CLIFTON,45220.0,INTERNET,2025 Feb 20 12:00:00 AM,3:10 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,1:49 PM,2025 Feb 21 12:00:00 AM,1:49 PM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,TUESDAY,,,Y,0,,,"3,233",,WHITFIELD AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,4.0,99,,39.14073856,-84.52413916,2/20/2025,CLIFTON
SR25024660,KBEHANAN,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,69 E GALBRAITH RD,HARTWELL,45216.0,311 CALL,2025 Feb 20 12:00:00 AM,3:19 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,6:32 AM,2025 Feb 21 12:00:00 AM,6:32 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,69,E,GALBRAITH RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,18,4.0,99,,39.21231476,-84.47093297,2/20/2025,HARTWELL
SR25024678,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,1121 OVERLOOK AV,WEST PRICE HILL,45238.0,INTERNET,2025 Feb 20 12:00:00 AM,3:41 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,3:11 AM,2025 Feb 21 12:00:00 AM,3:11 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,MON10,1,Y,0,,,"1,121",,OVERLOOK AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,4,3.0,98,,39.1143309,-84.59910014,2/20/2025,WEST PRICE HILL
SR25024714,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,3414 BOUDINOT AV,WESTWOOD,45211.0,INTERNET,2025 Feb 20 12:00:00 AM,4:20 PM,2025 Feb 26 12:00:00 AM,CLOSED,CLOSED,2025 Feb 26 12:00:00 AM,2:19 AM,2025 Feb 26 12:00:00 AM,2:19 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU04,2,Y,0,,,"3,414",,BOUDINOT AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,0,3.0,98,,39.14931254,-84.60314983,2/20/2025,WESTWOOD
SR25024543,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,413 MCALPIN AV,CLIFTON,45220.0,INTERNET,2025 Feb 20 12:00:00 AM,12:36 PM,2025 Feb 26 12:00:00 AM,CLOSED,CLOSED,2025 Feb 26 12:00:00 AM,10:49 AM,2025 Feb 26 12:00:00 AM,10:49 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,THU20,3,Y,0,,,413,,MCALPIN AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,6,4.0,99,,39.14991901,-84.52259763,2/20/2025,CLIFTON
SR25024511,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,4120 CLIFTON AV,CLIFTON,45223.0,INTERNET,2025 Feb 20 12:00:00 AM,11:59 AM,2025 Feb 25 12:00:00 AM,CLOSED,CLOSED,2025 Feb 25 12:00:00 AM,3:38 AM,2025 Feb 25 12:00:00 AM,3:38 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,"4,120",,CLIFTON AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,0,4.0,99,,39.16301573,-84.51647992,2/20/2025,CLIFTON - SPRING GROVE VILLAGE
SR25024578,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,2131 WEST FORK RD,MT. AIRY,45223.0,INTERNET,2025 Feb 20 12:00:00 AM,1:28 PM,2025 Feb 25 12:00:00 AM,CLOSED,CLOSED,2025 Feb 25 12:00:00 AM,11:29 AM,2025 Feb 25 12:00:00 AM,11:29 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,"2,131",,WEST FORK RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,3.0,98,,39.16741847,-84.57361868,2/20/2025,MOUNT AIRY
SR25024863,WISAACS,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,4800 SPRING GROVE AV,SPRING GROVE VILLAGE,45232.0,311 CALL,2025 Feb 20 12:00:00 AM,8:52 PM,2025 Feb 25 12:00:00 AM,CLOSED,CLOSED,2025 Feb 25 12:00:00 AM,4:40 AM,2025 Feb 25 12:00:00 AM,4:40 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,THURSDAY,,,Y,0,Y,DOTE,"4,800",,SPRING GROVE AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,0,4.0,99,,39.16636206,-84.51355956,2/20/2025,SPRING GROVE VILLAGE
SR25024638,ZGALLION,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,4800 SPRING GROVE AV,SPRING GROVE VILLAGE,45232.0,311 CALL,2025 Feb 20 12:00:00 AM,2:55 PM,2025 Feb 25 12:00:00 AM,CLOSED,CLOSED,2025 Feb 25 12:00:00 AM,4:40 AM,2025 Feb 25 12:00:00 AM,4:40 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,"4,800",,SPRING GROVE AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,0,4.0,99,,39.16645819,-84.51371755,2/20/2025,SPRING GROVE VILLAGE
SR25024854,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,4950 EASTERN AV,LINWOOD,45208.0,INTERNET,2025 Feb 20 12:00:00 AM,8:39 PM,2025 Feb 25 12:00:00 AM,CLOSED,CLOSED,2025 Feb 25 12:00:00 AM,1:20 PM,2025 Feb 25 12:00:00 AM,1:20 PM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,WEDNESDAY,WED08,2,Y,0,,,"4,950",,EASTERN AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,5,2.0,97,,39.12553675,-84.41276489,2/20/2025,LINWOOD
SR25024752,AFOLSON,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,6280 CENTER HILL AV,WINTON HILLS,45232.0,311 CALL,2025 Feb 20 12:00:00 AM,5:05 PM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,2:59 PM,2025 Feb 24 12:00:00 AM,2:59 PM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,TUESDAY,,,Y,0,,,"6,280",,CENTER HILL AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,0,4.0,99,,39.20029673,-84.50858486,2/20/2025,WINTON HILLS
SR25024406,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,7048 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,9:52 AM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,3:01 AM,2025 Feb 24 12:00:00 AM,3:01 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,MON02,3,Y,0,,,"7,048",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,3,3.0,98,,39.12018059,-84.70009631,2/20/2025,SAYLER PARK
SR25024444,MOBILE,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,2880 CENTRAL PKWY,CAMP WASHINGTON,45225.0,INTERNET,2025 Feb 20 12:00:00 AM,10:25 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,6:50 AM,2025 Feb 21 12:00:00 AM,6:50 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"2,880",,CENTRAL PKWY,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,1,1.0,2,,39.13504688,-84.53221641,2/20/2025,CUF
SR25024510,ZGALLION,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,69 E GALBRAITH RD,HARTWELL,45216.0,311 CALL,2025 Feb 20 12:00:00 AM,11:58 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,6:33 AM,2025 Feb 21 12:00:00 AM,6:33 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,,,,Y,0,,,69,E,GALBRAITH RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,18,4.0,99,,39.21231476,-84.47093297,2/20/2025,HARTWELL
SR25024783,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,701 PEDRETTI AV,WEST PRICE HILL,45238.0,INTERNET,2025 Feb 20 12:00:00 AM,5:37 PM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,3:01 AM,2025 Feb 21 12:00:00 AM,3:01 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,MON07,1,Y,0,,,701,,PEDRETTI AV,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,2,3.0,98,,39.10757566,-84.59874697,2/20/2025,WEST PRICE HILL
SR25024400,CCSRWEB,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,6582 RIVER RD,SAYLER PARK,45233.0,INTERNET,2025 Feb 20 12:00:00 AM,9:50 AM,2025 Feb 21 12:00:00 AM,CLOSED,CLOSED,2025 Feb 21 12:00:00 AM,6:01 AM,2025 Feb 21 12:00:00 AM,6:01 AM,36,2/21/2025,2025 Mar 04 12:00:00 AM,12,,,,,,MONDAY,,,Y,0,,,"6,582",,RIVER RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,50,3.0,98,,39.11173514,-84.6932891,2/20/2025,SAYLER PARK
SR25024869,WISAACS,PTHOLE,"POTHOLE, REPAIR",STANDARD,106,PUB SERV,TROD,6799 MADISON RD,MADISONVILLE,45227.0,311 CALL,2025 Feb 20 12:00:00 AM,9:12 PM,2025 Feb 24 12:00:00 AM,CLOSED,CLOSED,2025 Feb 24 12:00:00 AM,9:52 AM,2025 Feb 24 12:00:00 AM,9:52 AM,36,2/22/2025,2025 Mar 04 12:00:00 AM,12,,,,,,WEDNESDAY,,,Y,0,Y,PARKS,"6,799",,MADISON RD,CINC,,,,CINCINNATI,,0.0,,,,,,0.0,0.0,0,2,2.0,97,,39.15968305,-84.38159048,2/20/2025,MADISONVILLE
